Ontology -  all instances of class from New SmartTable with Growth-Media	Matches	Composition	PLATE-ID	Observed-Growth	Object ID	Common-Name	WELL-ID	Summary
MIX0-764	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CYS-GLY		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-764	PMA sulfur source test + cysteinylglycine	F9	
MIX0-731	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // D-CYSTEINE		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-731	PMA sulfur source test + D-cysteine	F8	
MIX0-741	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-218		OBS0-368 // OBS0-361 // OBS0-260 // OBS0-30 // OBS0-114	MIX0-741	PMA sulfur source test + D-methionine	G8	
MIX0-729	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3735		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-729	PMA sulfur source test + dithiophosphate	F6	
MIX0-745	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3740		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-745	PMA sulfur source test + djenkolate	H1	
MIX0-756	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // ETHIONINE		OBS0-259 // OBS0-28 // OBS0-113	MIX0-756	PMA sulfur source test + ethionine	G6	
MIX0-739	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // GLUTATHIONE		OBS0-367 // OBS0-361 // OBS0-260 // OBS0-30 // OBS0-114	MIX0-739	PMA sulfur source test + glutathione	G5	
MIX0-765	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-13393		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-765	PMA sulfur source test + gly-met	G9	
MIX0-751	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // HYPOTAURINE		OBS0-389 // OBS0-360 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-751	PMA sulfur source test + hypotaurine	H7	
MIX0-753	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3745		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-753	PMA sulfur source test + isethionate	H10	
MIX0-737	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // L-CYSTATHIONINE		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-737	PMA sulfur source test + L-cystathionine	G3	
MIX0-743	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // L-Methionine-sulfoxides		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-743	PMA sulfur source test + L-methionine <i>S</i>-oxide	G11	
MIX0-744	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3739		OBS0-259 // OBS0-28 // OBS0-112	MIX0-744	PMA sulfur source test + L-Methionine sulfone	G12	
MIX0-738	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3736		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-738	PMA sulfur source test + lanthionine	G4	
MIX0-748	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // LIPOAMIDE		OBS0-260 // OBS0-28 // OBS0-112	MIX0-748	PMA sulfur source test + lipoamide	H4	
MIX0-740	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // MET		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-740	PMA sulfur source test + met	G7	
MIX0-754	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3746		OBS0-369 // OBS0-361 // OBS0-260 // OBS0-30 // OBS0-114	MIX0-754	PMA sulfur source test + methanesulfonate	H11	
MIX0-742	Phenotype-Microarray-Media	CPD-3738 // FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459		OBS0-366 // OBS0-361 // OBS0-260 // OBS0-30 // OBS0-114	MIX0-742	PMA sulfur source test + <i>N</i>-acetyl-DL-methionine	G10	
MIX0-735	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-9175		OBS0-359 // OBS0-259 // OBS0-28 // OBS0-112	MIX0-735	PMA sulfur source test + <i>N</i>-acetyl-L-cysteine	G1	
MIX0-736	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // S-METHYL-L-CYSTEINE		OBS0-260 // OBS0-28 // OBS0-113	MIX0-736	PMA sulfur source test + S-methyl-L-cysteine	G2	
MIX0-725	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // SULFATE		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-725	PMA sulfur source test + sulfate	F2	
MIX0-755	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3747		OBS0-259 // OBS0-28 // OBS0-112	MIX0-755	PMA sulfur source test + sulfolane	H12	
MIX0-750	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // TAURINE		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-750	PMA sulfur source test + taurine	H6	
MIX0-749	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3743		OBS0-260 // OBS0-28 // OBS0-114	MIX0-749	PMA sulfur source test + taurocholate	H5	
MIX0-727	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-14		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-727	PMA sulfur source test + tetrathionate	F4	
MIX0-728	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3734		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-728	PMA sulfur source test + thiophosphate	F5	
MIX0-726	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // S2O3		OBS0-361 // OBS0-261 // OBS0-30 // OBS0-114	MIX0-726	PMA sulfur source test + thiosulfate	F3	
MIX0-746	Phenotype-Microarray-Media	FE+3 // K+ // MG+2 // PROTON // Pi // AMMONIUM // PYRUVATE // NA+ // CL- // CPD0-2459 // CPD-3741		OBS0-260 // OBS0-30 // OBS0-113	MIX0-746	PMA sulfur source test + thiourea	H2	
